,video_id,video_diggcount,video_sharecount,video_commentcount,video_playcount
4155,7326545249680002336,1600000.0,44100.0,8641.0,11600000.0
4174,7326348491456924974,3000000.0,15400.0,8749.0,23900000.0
4177,7327014093758549290,2000000.0,122100.0,8540.0,21600000.0
4179,7325990576715746566,3100000.0,32300.0,11500.0,13700000.0
4209,7324386503231048993,2300000.0,143800.0,34800.0,14700000.0
4224,7326216470201961774,1900000.0,2895.0,1863.0,12700000.0
4226,7321853342471261483,2500000.0,236500.0,15100.0,20900000.0
4231,7325901029046832390,1400000.0,14700.0,5120.0,12600000.0
4238,7325606553489263890,1300000.0,79200.0,28400.0,21300000.0
4239,7326580268805016875,1300000.0,74600.0,7234.0,10600000.0
4248,7326323099308133678,1100000.0,42400.0,6242.0,16500000.0
4282,7326064800532827438,2500000.0,70600.0,29800.0,11200000.0
4294,7325641113954471199,1700000.0,6159.0,6217.0,13600000.0
4305,7310074479734983979,2100000.0,89400.0,15600.0,121300000.0
4322,7325899617869024542,1200000.0,22400.0,7782.0,9400000.0
4330,7311649727404133665,1600000.0,23300.0,18200.0,19700000.0
4333,7325841631570087211,2900000.0,10300.0,6724.0,22700000.0
4334,7325872750529252654,1200000.0,2148.0,1905.0,11900000.0
4367,7325859065467309355,3500000.0,37900.0,6152.0,18000000.0
4389,7325689569163136258,5900000.0,87300.0,42700.0,37500000.0
4400,7324160751223016734,5200000.0,64200.0,21700.0,26700000.0
4406,7323244478469393696,3300000.0,96100.0,36000.0,38500000.0
4416,7323465344998247686,1600000.0,2640.0,4592.0,12700000.0
4417,7325630898475470111,4000000.0,13900.0,21700.0,44600000.0
4429,7320762472451804421,1300000.0,610.0,3504.0,35700000.0
4442,7315269321050279214,1900000.0,18500.0,8992.0,10400000.0
4455,7314458627249638688,1400000.0,5748.0,7344.0,22100000.0
4485,7325192879700200746,2000000.0,34800.0,13800.0,19100000.0
4486,7325661184986844458,1800000.0,8472.0,5218.0,12900000.0
4487,7322591181949422891,1700000.0,5128.0,16900.0,16400000.0
4521,7325461513123269934,2000000.0,144100.0,27400.0,10100000.0
4544,7324307603171970305,1500000.0,28000.0,4438.0,17600000.0
4567,7307771122953506081,1700000.0,25300.0,1983.0,11100000.0
4576,7325496090562661674,1300000.0,5657.0,5244.0,17800000.0
4601,7324035102298705194,1800000.0,71400.0,7567.0,15200000.0
4608,7325059011018116385,2400000.0,19900.0,10900.0,28000000.0
4609,7325209959401033003,2000000.0,10500.0,5578.0,13700000.0
4628,7324413596832714016,1300000.0,16900.0,2680.0,10000000.0
4635,7325167054196051246,3500000.0,8564.0,6241.0,24400000.0
4636,7318447578964675886,7900000.0,139900.0,29900.0,50300000.0
4638,7322971583344037153,2900000.0,7302.0,3686.0,40000000.0
4639,7324926842660556074,1500000.0,25500.0,1683.0,11000000.0
4646,7312613136975006981,1800000.0,2425.0,6980.0,24000000.0
4650,7225294750809787694,2700000.0,228100.0,4801.0,33400000.0
4655,7323369741996002566,2500000.0,36400.0,8633.0,27400000.0
4665,7307093979273760046,1400000.0,5162.0,1585.0,12000000.0
4678,7321431257085168928,973200.0,16100.0,3260.0,21200000.0
4690,7324125553445899525,1700000.0,33900.0,6590.0,10200000.0
4704,7322474679166340394,1700000.0,14700.0,10100.0,10300000.0
4720,7324859990232124677,2200000.0,13900.0,7754.0,15300000.0
4743,7325541726985178414,2800000.0,7647.0,7358.0,26900000.0
4766,7320727049809825066,972200.0,1138.0,5117.0,25300000.0
4769,7325279672307076384,1300000.0,2974.0,1606.0,15900000.0
4776,7325273435095977248,6000000.0,147600.0,92700.0,53400000.0
4784,7325405878226586885,3800000.0,29400.0,25300.0,16800000.0
4814,7324749602349944107,7200000.0,114300.0,33000.0,52500000.0
4815,7322179412416417056,4100000.0,66600.0,30600.0,22800000.0
4816,7325191280483421483,2800000.0,37900.0,9643.0,13800000.0
4837,7325173202211147050,2300000.0,20800.0,14600.0,22200000.0
4840,7318393824517098754,2900000.0,85900.0,14100.0,23200000.0
4871,7325586743195880750,1200000.0,10700.0,2264.0,9800000.0
4873,7322570020637297966,1200000.0,2820.0,3434.0,10700000.0
4879,7325564781463751979,1600000.0,6563.0,8178.0,9900000.0
4880,7310628922134138154,2300000.0,15400.0,7187.0,15200000.0
4906,7325357701418994949,985800.0,1950.0,1895.0,11300000.0
4920,7317349441302842629,1600000.0,13300.0,14000.0,33700000.0
4923,7325577933299485958,1600000.0,5164.0,4743.0,9700000.0
4931,7323073264606039327,3300000.0,39300.0,11700.0,35900000.0
4934,7281505949615918382,2400000.0,16800.0,1681.0,13800000.0
4953,7323584453207461152,2200000.0,73100.0,11600.0,11900000.0
4959,7323991293674147105,733800.0,1117.0,2389.0,9600000.0
4963,7320750014655974686,2900000.0,6393.0,4095.0,16100000.0
4969,7325235882322201902,1100000.0,1526.0,1981.0,9400000.0
4976,7325338501661068549,4300000.0,77100.0,18400.0,24700000.0
5003,7325240224085265694,2100000.0,52900.0,12800.0,13300000.0
5014,7321979030536916270,1900000.0,25200.0,3055.0,20400000.0
5033,7324990723193883947,17900000.0,298800.0,77000.0,101300000.0
5048,7323723791312489770,4900000.0,39000.0,29300.0,42300000.0
5051,7320256566010137888,3500000.0,10500.0,7294.0,35000000.0
5065,7323735483375258923,1900000.0,9635.0,7557.0,18600000.0
5077,7324730871380987182,928800.0,4387.0,1607.0,10100000.0
5086,7321512638339452206,2900000.0,41500.0,12600.0,20100000.0
5101,7325030268690025736,2800000.0,41200.0,16000.0,27800000.0
5102,7323706202314018090,5200000.0,138300.0,12700.0,32200000.0
5134,7324978019146140971,6400000.0,25300.0,30400.0,62200000.0
5140,7324954769288711467,1700000.0,50300.0,3181.0,12000000.0
5144,7323666053014539566,1100000.0,5320.0,3334.0,11900000.0
5149,7324773633413352735,5000000.0,267300.0,102700.0,41300000.0
5151,7324839981627870507,2600000.0,181000.0,39100.0,17500000.0
5153,7312472295778438406,677300.0,41200.0,9613.0,25900000.0
5155,7319368966374280491,3400000.0,57600.0,12700.0,37300000.0
5157,7319690440423361834,2500000.0,68400.0,15500.0,13200000.0
5161,7321526414019136810,1600000.0,5701.0,5823.0,11100000.0
5170,7316183354263538945,6200000.0,278400.0,41400.0,138000000.0
5180,7308215943899942187,10600000.0,560500.0,66400.0,79200000.0
5185,7322494909624093995,1700000.0,15200.0,10900.0,19800000.0
5188,7321725823344676142,781300.0,60400.0,11700.0,34400000.0
5190,7307717753425726762,1200000.0,21800.0,1488.0,10800000.0
5197,7312176267716005150,1000000.0,17200.0,1833.0,11300000.0
5233,7325212055290563883,2700000.0,5647.0,1933.0,22400000.0
5255,7310664577698581792,640100.0,3660.0,2829.0,10700000.0
5261,7321174164763708718,2200000.0,6976.0,20400.0,49000000.0
5267,7309471722489711918,1600000.0,1044.0,1602.0,12600000.0
5273,7303695144790936865,1200000.0,712.0,531.0,13900000.0
5290,7320344312871406853,745900.0,2800.0,2425.0,24200000.0
5295,7318582397316959531,939600.0,8639.0,5977.0,16700000.0
5304,7322119920177761578,1600000.0,10100.0,10600.0,22500000.0
5308,7315604666065194245,915600.0,6211.0,11900.0,10100000.0
5310,7315886470265343262,862000.0,3247.0,1449.0,14300000.0
5326,7319269139707612449,2700000.0,4144.0,11500.0,62700000.0
5405,7321813033590869290,841500.0,20600.0,15600.0,18400000.0
5408,7324309519146732842,1500000.0,3578.0,4597.0,14200000.0
5424,7324921213359344926,2800000.0,21700.0,5756.0,27500000.0
5437,7321023773090516267,746900.0,6052.0,1446.0,28200000.0
5440,7324509024076975403,1400000.0,60100.0,7905.0,14400000.0
5441,7324009329101753606,2300000.0,54600.0,19000.0,24300000.0
5445,7324414786941308193,2900000.0,64100.0,25600.0,17500000.0
5471,7323574076390362370,2800000.0,8752.0,5423.0,11800000.0
5479,7322174744193813806,2000000.0,22000.0,17100.0,17100000.0
5480,7325160950976515370,1000000.0,2870.0,6512.0,11400000.0
5489,7320245398868905262,730900.0,3167.0,1285.0,10400000.0
5507,7324437533104852266,841200.0,23100.0,4357.0,11200000.0
5539,7324569643606117675,2400000.0,16500.0,4923.0,13100000.0
5575,7303224077244763422,2500000.0,14200.0,6555.0,12900000.0
5578,7324596993324567813,1700000.0,1381.0,8322.0,18600000.0
5591,7323661335705685281,2400000.0,11700.0,5648.0,15600000.0
5601,7322030352329870593,2800000.0,9812.0,5377.0,13300000.0
5610,7325087048245939502,3500000.0,38100.0,18400.0,21200000.0
5636,7325177334150073633,1900000.0,41900.0,20500.0,13100000.0
5648,7304676853426556166,2500000.0,25000.0,5054.0,12200000.0
5650,7325192879700200746,2000000.0,34800.0,13800.0,19100000.0
5658,7315750608642772257,824200.0,15900.0,12800.0,17800000.0
5674,7324469503927061803,1800000.0,18600.0,17800.0,17100000.0
5694,7324576626216291626,1500000.0,8160.0,6921.0,16300000.0
5754,7324977161587133742,2100000.0,896.0,1919.0,26200000.0
5778,7320806770237033770,2500000.0,31900.0,6368.0,32000000.0
5781,7321801385450851630,2500000.0,19500.0,31400.0,25000000.0
5793,7317908521364819243,2300000.0,26400.0,19800.0,36200000.0
5800,7324417126192696622,4900000.0,34000.0,10800.0,18600000.0
5806,7305429602346814726,2900000.0,5952.0,6406.0,21300000.0
5813,7310279367031180590,6400000.0,115600.0,26700.0,80900000.0
5817,7324921374160588065,1100000.0,3144.0,2428.0,12700000.0
5827,7319250533057875232,5200000.0,6974.0,22400.0,66400000.0
5844,7324799521479773486,2200000.0,20800.0,4034.0,24600000.0
5865,7317043991944596782,1700000.0,5010.0,1793.0,23000000.0
5899,7319268967170804994,3800000.0,4345.0,5897.0,55000000.0
5927,7323262023205227809,2000000.0,3236.0,1973.0,20600000.0
5932,7324870648017276202,1300000.0,1836.0,3638.0,13700000.0
5937,7319315664399813919,3200000.0,8742.0,11000.0,30500000.0
5992,7324218982553390382,952100.0,3510.0,1813.0,10800000.0
5997,7324031406592527649,1300000.0,832.0,3432.0,12500000.0
6002,7323646437533797675,2300000.0,81400.0,33500.0,66100000.0
6008,7324381104893349166,1800000.0,22900.0,2573.0,24100000.0
6011,7322249991248956702,1300000.0,1748.0,1300.0,12300000.0
6021,7323722395359972614,837100.0,10500.0,4097.0,38500000.0
6028,7324883980317117701,4200000.0,60100.0,11500.0,19400000.0
6037,7320382240905497887,3200000.0,78200.0,17500.0,57800000.0
6041,7324359886584712481,3500000.0,43500.0,11000.0,15500000.0
6042,7324520494244449578,1100000.0,12800.0,10800.0,13500000.0
6043,7324349850789711146,1300000.0,3306.0,3252.0,12600000.0
6058,7321911500657003807,1200000.0,10600.0,7247.0,10000000.0
6068,7324736415911218474,1400000.0,2251.0,3140.0,12300000.0
6080,7324079110400118046,3000000.0,145700.0,13200.0,16600000.0
6084,7324409485399887150,6600000.0,106800.0,64200.0,50100000.0
6088,7319261721783307563,1400000.0,5530.0,8999.0,11200000.0
6110,7321599061272939782,1300000.0,31300.0,4144.0,13700000.0
6118,7324747440383364394,6700000.0,71400.0,39300.0,45100000.0
6136,7306802296640326945,2100000.0,2365.0,3966.0,19700000.0
6153,7319928951453928747,3700000.0,29300.0,11000.0,20700000.0
6158,7262027736665836846,709800.0,2651.0,2117.0,136200000.0
6179,7324389475226799402,1100000.0,642.0,1587.0,13100000.0
6192,7324301343059873066,852600.0,8935.0,10300.0,9800000.0
6231,7320615803471121710,765400.0,26000.0,5029.0,12400000.0
6233,7321964995644886277,1400000.0,4116.0,3243.0,16200000.0
6237,7324119246227754273,1500000.0,6636.0,4145.0,9400000.0
6254,7320674510686932256,1900000.0,8115.0,5750.0,13000000.0
6265,7324785814129429791,2200000.0,6264.0,3717.0,28800000.0
6302,7316189753806769414,5800000.0,26700.0,18400.0,35100000.0
6306,7324270259978915105,852400.0,10500.0,2453.0,12900000.0
6336,7324748357962927392,5300000.0,30700.0,14200.0,22900000.0
6351,7323841863121636616,2500000.0,26300.0,5661.0,14200000.0
6352,7324083003284573482,1700000.0,47800.0,6802.0,17200000.0
6359,7324800703732403489,3900000.0,14600.0,5162.0,17200000.0
6361,7323767394290208030,4400000.0,122100.0,78800.0,21800000.0
6391,7324762050549402912,1500000.0,1438.0,2284.0,12400000.0
6393,7324523492538338561,1500000.0,2485.0,3538.0,25300000.0
6405,7324353958208621856,3900000.0,32100.0,13900.0,28500000.0
6424,7323732803508587807,5900000.0,13900.0,12700.0,40600000.0
6435,7323234581912505618,3600000.0,65900.0,16600.0,29100000.0
6436,7324121759773658414,840100.0,790.0,1289.0,11400000.0
6449,7324798984927726880,1600000.0,9658.0,6201.0,16800000.0
6457,7322226288582757678,3600000.0,47500.0,18600.0,22400000.0
6466,7302616034597555502,1500000.0,3051.0,4650.0,13400000.0
6468,7322305748975848705,2100000.0,28300.0,5444.0,9500000.0
6484,7322234652272397598,3200000.0,17000.0,14300.0,28000000.0
6488,7316588786865966369,2100000.0,10400.0,5765.0,13200000.0
6494,7324261026239679777,711000.0,1514.0,836.0,9700000.0
6495,7324286459324697864,2200000.0,12800.0,7921.0,13900000.0
6504,7313548044199382304,1900000.0,62900.0,9325.0,13100000.0
6540,7318071341666618656,1500000.0,3763.0,1255.0,9800000.0
6550,7323650832904228129,2100000.0,9097.0,6285.0,10300000.0
6562,7309559420814462240,1500000.0,6399.0,6373.0,10900000.0
6565,7321751643475758378,992600.0,22800.0,5734.0,9800000.0
6580,7322986923369319713,2400000.0,20900.0,29700.0,17200000.0
6601,7316269439454842154,5100000.0,11600.0,8055.0,22500000.0
6602,7323697644675763502,1400000.0,24000.0,5825.0,11800000.0
6612,7317867136062442794,1200000.0,42900.0,6865.0,16500000.0
6615,7039762494256090415,3100000.0,28200.0,21200.0,11800000.0
6616,7323007354264620334,4700000.0,36300.0,12400.0,30700000.0
6619,7315802495094164756,4400000.0,77900.0,65800.0,40500000.0
6627,7323331755040230702,1600000.0,5097.0,4780.0,20200000.0
6628,7323649719773875488,2700000.0,52900.0,21000.0,23200000.0
6630,7321924556850007301,1500000.0,12100.0,4921.0,15500000.0
6662,7322859403827318048,1700000.0,23100.0,12300.0,10200000.0
6676,7319279261913976110,3000000.0,51400.0,13800.0,16700000.0
6682,7323966393119018283,2500000.0,15000.0,11300.0,12800000.0
6686,7323453363239243054,1900000.0,31000.0,10800.0,15100000.0
6687,7323415529438317866,884300.0,45100.0,19300.0,18600000.0
6722,7303373812387679490,3100000.0,8588.0,5335.0,15600000.0
6724,7315810775812115720,944300.0,8466.0,8579.0,11000000.0
6736,7310023160479485230,1900000.0,27500.0,42600.0,18100000.0
6740,7323261491707137286,905500.0,10200.0,7517.0,14600000.0
6755,7308372379762314528,1800000.0,1823.0,2447.0,13300000.0
6760,7308967274122136863,2200000.0,13700.0,3676.0,11800000.0
6766,7324008269482151214,3600000.0,47300.0,12900.0,17200000.0
6792,7315501191096552737,1400000.0,1548.0,3068.0,15500000.0
6809,7322767922810604801,3500000.0,124600.0,16100.0,43300000.0
6814,7323370210050772230,668600.0,6068.0,2378.0,14600000.0
6816,7306351228974288159,3200000.0,13600.0,18700.0,11200000.0
6819,7323031521504431406,3200000.0,17900.0,10400.0,26800000.0
6829,7323752657963732254,9500000.0,182200.0,39100.0,46100000.0
6845,7318273749328121134,1200000.0,6496.0,3621.0,47200000.0
6855,7324049359509802271,2000000.0,11000.0,19200.0,10600000.0
6898,7313528314751208711,1200000.0,18100.0,7472.0,46700000.0
6901,7319928500344048942,3100000.0,117700.0,16900.0,38900000.0
6910,7317357232046263560,638000.0,3070.0,1248.0,12500000.0
6918,7322488180920372526,1300000.0,1969.0,3156.0,18200000.0
6930,7322966809890786606,1800000.0,6798.0,2222.0,12800000.0
6952,7317056235738598698,2100000.0,13200.0,597900.0,83600000.0
6962,7317791698073947422,1500000.0,91700.0,16900.0,105700000.0
6964,7321468321965116704,1400000.0,1630.0,10500.0,22000000.0
6975,7320343822997687584,967100.0,2157.0,2703.0,17900000.0
6987,7323253831528123690,1200000.0,3132.0,2309.0,11200000.0
6999,7314035792509291781,1700000.0,1733.0,9589.0,13600000.0
7003,7315890627089108256,2700000.0,9908.0,5092.0,22500000.0
7009,7319716140618419502,703700.0,34300.0,2826.0,13000000.0
7021,7304149117884779781,1900000.0,3958.0,2057.0,15400000.0
7027,7318452926769417504,4500000.0,33700.0,21800.0,149500000.0
7033,7310269469564194079,871700.0,394.0,4041.0,16400000.0
7035,7317174577438788895,1100000.0,783.0,1146.0,12900000.0
7064,7322941213420588330,4400000.0,71900.0,19900.0,41900000.0
7123,7321071284601785632,1500000.0,2072.0,1933.0,9900000.0
7135,7320380446557113642,1700000.0,14100.0,8314.0,12100000.0
7158,7321533235941428526,2900000.0,21300.0,24600.0,16000000.0
7165,7318111472108834080,1300000.0,4875.0,4346.0,33000000.0
7182,7309685284025683246,2300000.0,12200.0,8763.0,26900000.0
7192,7317355870516432160,2100000.0,8904.0,8091.0,13400000.0
7200,7321513562604637458,1400000.0,2375.0,2513.0,16300000.0
7210,7319991089035955502,1900000.0,36700.0,8024.0,12500000.0
7213,7320076560076246318,3700000.0,8418.0,15800.0,156200000.0
7215,7322190708176129313,924400.0,2001.0,6154.0,16600000.0
7223,7317337075269864737,2900000.0,11300.0,3350.0,19800000.0
7241,7314464633018944773,2700000.0,9952.0,11400.0,28500000.0
7243,7300333052037696811,869100.0,5724.0,6316.0,11200000.0
7245,7317408832089673006,1600000.0,23700.0,7715.0,10900000.0
7250,7319572010827336993,1500000.0,4488.0,1939.0,11400000.0
7267,7317431449110695214,910000.0,4734.0,2315.0,18900000.0
7271,7313436359119621419,1800000.0,36500.0,22000.0,11400000.0
7272,7323948217014455585,690400.0,572.0,2906.0,11600000.0
7278,7321241918698999082,835800.0,510.0,1232.0,10600000.0
7283,7312130676768181536,1400000.0,9808.0,8808.0,20200000.0
7308,7313268380709178670,4100000.0,98500.0,19400.0,22400000.0
7311,7323067475220827438,2000000.0,2480.0,8433.0,30500000.0
7321,7323051736590077226,1200000.0,34400.0,44400.0,10300000.0
7327,7322786335167679777,1300000.0,13300.0,3831.0,25400000.0
7331,7310218300653456673,4900000.0,4724.0,3847.0,30000000.0
7335,7302976179080891691,636900.0,1170.0,1508.0,9700000.0
7336,7321594239844977925,1900000.0,21000.0,7806.0,9800000.0
7346,7313688268552359214,4800000.0,16100.0,17600.0,45400000.0
7359,7313248592356019461,2700000.0,4661.0,6631.0,26400000.0
7364,7304997505769540906,748700.0,373.0,387.0,10600000.0
7371,7317137275266157866,1100000.0,6892.0,6410.0,15800000.0
7399,7323421157774888234,1200000.0,1093.0,7482.0,9400000.0
7422,7321871350694432005,3700000.0,17800.0,16000.0,26700000.0
7425,7310268978365009185,2700000.0,126100.0,18200.0,53000000.0
7434,7317025254478466347,1900000.0,11400.0,11300.0,34900000.0
7457,7318599959438200106,3300000.0,66200.0,8753.0,59700000.0
7463,7321747840512937248,2100000.0,4709.0,4561.0,25200000.0
7468,7308555003797540138,3500000.0,26200.0,16800.0,29200000.0
7489,7319370686206823726,761900.0,6388.0,2489.0,20100000.0
7492,7315062173204499745,4800000.0,22900.0,16500.0,27900000.0
7495,7321107380811369761,3900000.0,72300.0,28100.0,24900000.0
7499,7323516963534245163,1000000.0,1379.0,8560.0,9800000.0
7500,7318786039034711338,2100000.0,2846.0,10700.0,20400000.0
7517,7324023880958364974,992900.0,2791.0,3778.0,10200000.0
7519,7318486987248241966,1400000.0,11200.0,5830.0,18800000.0
7526,7323012224904072490,1600000.0,21500.0,12500.0,9800000.0
7536,7305531269935320325,1800000.0,5353.0,1713.0,32400000.0
7566,7323282072628415787,1600000.0,5677.0,3904.0,11300000.0
7570,7324011782132010270,2900000.0,74800.0,145000.0,28700000.0
7578,7323234059495165227,3900000.0,15300.0,8349.0,21700000.0
7580,7314142873002315054,2000000.0,21400.0,8522.0,38400000.0
7582,7321506038396538142,1400000.0,16000.0,5676.0,19400000.0
7602,7318565056327961902,1300000.0,2686.0,3030.0,16500000.0
7615,7322210350806486315,2500000.0,3506.0,10500.0,19500000.0
7642,7323873864340016386,970900.0,9582.0,4286.0,9400000.0
7648,7324008276000099627,3200000.0,54100.0,19000.0,22800000.0
7650,7323407512542301486,1300000.0,5375.0,3097.0,11800000.0
7652,7262027736665836846,710700.0,2654.0,2120.0,136400000.0
7661,7321105989569088810,1500000.0,13700.0,6615.0,14600000.0
7679,7308389258002238750,646300.0,77900.0,3942.0,33000000.0
7692,7301842260163939589,1600000.0,135200.0,9717.0,10200000.0
7694,7325113947579895082,846900.0,34400.0,20300.0,10800000.0
7704,7312243994187042054,4100000.0,3386.0,8322.0,28900000.0
7705,7308389258002238750,646300.0,77900.0,3942.0,33000000.0
7710,7328570927208221995,809000.0,16500.0,25300.0,13500000.0
7725,7332140953899142433,1000000.0,9898.0,5381.0,38000000.0
7729,7328088079342865694,2300000.0,16900.0,6935.0,12800000.0
7740,7317095856920890626,1800000.0,31500.0,4621.0,17100000.0
7749,7315582237771074859,2000000.0,17000.0,15700.0,13000000.0
7750,7315582237771074859,2000000.0,17000.0,15700.0,13000000.0
7752,7319198395619462446,1400000.0,39200.0,1789.0,9900000.0
7789,7343020105749564714,2600000.0,8499.0,6679.0,13700000.0
7806,7333736318716955947,1300000.0,4895.0,5172.0,10700000.0
7885,7342769753334762794,1000000.0,559.0,1674.0,16300000.0
7891,7312551857044425990,3200000.0,8255.0,5384.0,36600000.0
7893,7341894311061097771,1100000.0,1585.0,3651.0,9700000.0
7899,7343375034376932651,3000000.0,34000.0,28200.0,23100000.0
7932,7252794384545107227,1000000.0,9112.0,1750.0,13300000.0
7935,7224235540621839621,2000000.0,243800.0,19000.0,27800000.0
7937,7182979842042875142,2700000.0,255600.0,9217.0,37600000.0
7968,7342944313082432776,1300000.0,7153.0,9953.0,10800000.0
7970,7339236374710684971,876800.0,15700.0,5244.0,12600000.0
7976,7342228469956267306,1000000.0,1782.0,1605.0,15100000.0
7996,7330744742084431147,1400000.0,13000.0,12000.0,12300000.0
8021,7343443277103992110,2300000.0,3281.0,6344.0,10900000.0
8070,7342951875085405483,3600000.0,35800.0,15100.0,16400000.0
8074,7338503411152899374,1900000.0,52300.0,6060.0,9800000.0
8082,7338890140347223342,1100000.0,33200.0,7578.0,12600000.0
8086,7343689169253797163,795300.0,491.0,1951.0,14500000.0
8108,7343322187715300654,3100000.0,5077.0,7422.0,36900000.0
8193,7342951875085405483,3600000.0,35800.0,15100.0,16400000.0
8197,7338503411152899374,1900000.0,52300.0,6061.0,9800000.0
8204,7338890140347223342,1100000.0,33300.0,7578.0,12600000.0
8208,7343689169253797163,800600.0,495.0,1969.0,14600000.0
8230,7343652672232328481,1400000.0,999.0,3380.0,15600000.0
8231,7343322187715300654,3100000.0,5115.0,7458.0,37100000.0
8288,7343669178496290091,1800000.0,45700.0,10900.0,10700000.0
8302,7341956239691205894,2500000.0,31000.0,12000.0,11300000.0
8305,7342383300700491054,1600000.0,19500.0,6073.0,9400000.0
8309,7343361852287798574,3600000.0,93400.0,12600.0,17300000.0
8320,7343347344722709806,4400000.0,21300.0,15400.0,29000000.0
8343,7338504296931314990,2000000.0,18700.0,20900.0,28900000.0
8387,7340363649212550405,3000000.0,5274.0,20000.0,20700000.0
8415,7338510921729363246,711600.0,32900.0,2305.0,12200000.0
8418,7343186769115893034,1100000.0,2691.0,10000.0,13600000.0
8429,7299915740126153985,3600000.0,94600.0,24600.0,28000000.0
8454,7303793297867296046,922400.0,512.0,1962.0,10600000.0
8460,7322067879762021637,2900000.0,51600.0,27600.0,23400000.0
8461,7320027163833650478,2200000.0,49200.0,17900.0,12700000.0
8463,7310318947826421010,2400000.0,58500.0,22100.0,15700000.0
8464,7330835360252955937,3900000.0,54700.0,28600.0,20300000.0
8564,7259539350957100334,2100000.0,40800.0,9282.0,20700000.0
8583,7343070969440865541,1300000.0,13300.0,7713.0,22000000.0
8635,7328758640872033568,12600000.0,165200.0,83300.0,90200000.0
8679,7328147936951422254,2100000.0,55700.0,17500.0,11600000.0
8702,7342569320662224161,3000000.0,86700.0,8708.0,11800000.0
8712,7342951680654298410,2100000.0,89500.0,13100.0,13400000.0
8726,7328073924334406944,2200000.0,12200.0,9747.0,13600000.0
8729,7342631646853680427,2800000.0,39300.0,12600.0,11400000.0
8762,7338490139192118529,1300000.0,65300.0,16800.0,26000000.0
8778,7342308561386474795,4600000.0,67400.0,16800.0,20000000.0
8779,7342674709265272094,3400000.0,54200.0,12000.0,17900000.0
8784,7342502047746428193,2300000.0,22200.0,33000.0,19900000.0
8793,7342708248409066798,2000000.0,53700.0,12700.0,13300000.0
8809,7326947285705755946,5000000.0,114300.0,30000.0,26200000.0
8828,7342078437001153835,3400000.0,56200.0,11000.0,24900000.0
8830,7342479248122203425,2100000.0,12800.0,6806.0,18000000.0
8831,7343017881824775466,1300000.0,462.0,1277.0,15900000.0
8839,7342533121973275906,827200.0,9319.0,11700.0,14700000.0
8849,7342362830324108575,2900000.0,79400.0,6721.0,14100000.0
8934,7338277845266926890,4000000.0,2437.0,22200.0,14800000.0
8936,7342584354205355310,1400000.0,17100.0,8152.0,15500000.0
8968,7342607668495928608,2800000.0,26800.0,20600.0,20100000.0
8990,7342372950781316359,2800000.0,7993.0,5156.0,13900000.0
9000,7342317274050661675,2200000.0,64800.0,15700.0,19400000.0
9014,7337508533778369834,752800.0,5212.0,2734.0,9400000.0
9021,7342979223050652974,1700000.0,9940.0,8059.0,13400000.0
9041,7343001838003768618,4000000.0,19300.0,26900.0,22900000.0
9055,7341863012933864737,14700000.0,59900.0,48100.0,86000000.0
9082,7337546322247011626,1700000.0,81700.0,11400.0,10800000.0
9119,7341390711725591850,3100000.0,113400.0,43600.0,35700000.0
9152,7341543091955846432,961400.0,48100.0,8721.0,13400000.0
9168,7341330174534831392,5700000.0,39600.0,27700.0,29400000.0
9170,7342452977535421717,3800000.0,35400.0,22300.0,20500000.0
9174,7342687091991612718,3000000.0,29600.0,20100.0,12500000.0
9192,7331459879019744555,1200000.0,4841.0,4198.0,10700000.0
9200,7342652049839934752,3800000.0,9505.0,4778.0,18400000.0
9202,7342714284398349610,1600000.0,22200.0,6905.0,10300000.0
9205,7341858780176452906,6100000.0,94400.0,22900.0,31500000.0
9247,7342030110574365994,825600.0,3090.0,6770.0,9900000.0
9250,7338634695946554670,657600.0,30800.0,15400.0,10300000.0
9291,7340885355144449310,1500000.0,9409.0,13100.0,12400000.0
9334,7332924378725862689,2700000.0,23000.0,18300.0,14500000.0
9362,7341815800753442094,2200000.0,5273.0,5510.0,27600000.0
9372,7341916101011901742,2500000.0,22400.0,5167.0,12800000.0
9381,7333713822710025504,3100000.0,73000.0,10500.0,18800000.0
9383,7341544333989956906,1700000.0,138500.0,22900.0,15700000.0
9412,7342449106838621482,3100000.0,32200.0,21000.0,22100000.0
9440,7342215198520003886,2300000.0,7611.0,9702.0,10700000.0
9446,7337533408320441643,2100000.0,22800.0,9262.0,9900000.0
9536,7342036192017288491,2700000.0,52800.0,16100.0,34300000.0
9578,7338616818992467230,2900000.0,166100.0,272000.0,10200000.0
9584,7341946481466854702,8400000.0,180900.0,24500.0,52400000.0
9609,6958280269531057413,1100000.0,24700.0,35700.0,12200000.0
9698,7342222224876653855,6700000.0,79400.0,38400.0,40600000.0
9707,7331632035804564779,4700000.0,275800.0,494000.0,18100000.0
9712,7338803609519328558,3600000.0,74500.0,20800.0,15900000.0
9759,7342212100216900910,1800000.0,12100.0,6014.0,12800000.0
9767,7318866397839281440,1300000.0,52200.0,6635.0,17200000.0
9788,7334125222024514858,1800000.0,2127.0,3837.0,24200000.0
9813,7340719949876350251,1900000.0,14600.0,9630.0,13200000.0
9815,7341487358040083758,1900000.0,69900.0,8923.0,10400000.0
9826,7341912700798258462,3100000.0,6082.0,3577.0,20400000.0
9882,7340757670212685062,1500000.0,53000.0,10900.0,12200000.0
